actual_block_time,actual_flight_duration,actual_taxi_in_time,actual_taxi_out_time,aircraft_code_iata,aircraft_code_icao,aircraft_serial_number,aircraft_type,aircraft_type_series,baggage_claim,country_code,fleet_aircraft_id,flight_date_utc,flight_id,flight_number,flight_type,is_cancelled,is_diverted,operating_carrier_iata,operating_carrier_id,operating_carrier_name,region_name,tail_number,total_seat_count,actual_gate_departure_local,actual_runway_departure_local,departure_airport_iata,departure_airport_id,departure_gate,departure_terminal,gate_departure_delay,scheduled_gate_departure_local,show_up_time,checkin_on_pred,checkin_done_pred,checkin_pt,checkin_pred,departure_gate_on_pred,departure_gate_done_pred,departure_gate_pt,departure_gate_pred,security_on_pred,security_done_pred,security_pt,security_pred,passport_on_pred,passport_done_pred,passport_pt,passport_pred,checkin_pt_pred,departure_gate_pt_pred,security_pt_pred,passport_pt_pred
,77,11.0,,73H,B738,41804,737 NG,737-800,,JP,136628,2024-01-01,1229556786,TW281,International,False,False,TW,TWB,T'way Air,Asia,HL8030,189,,2024-01-02T08:24:00,ICN,ICN,119,1,,2024-01-02T07:55:00,2024-01-02 05:33:16.949217906,2024-01-02 05:33:17.069208544,2024-01-02 05:34:10.069208544,53,checkin_C,2024-01-02 05:34:10.069208544,2024-01-02 05:42:33.069208544,47,departure_gate_DG1,2024-01-02 05:42:33.069208544,2024-01-02 05:48:13.069208544,58,security_SC1,2024-01-02 05:48:13.069208544,2024-01-02 05:50:58.069208544,62,passport_PC1,2024-01-02 05:33:17.069208544,2024-01-02 05:41:46.069208544,2024-01-02 05:47:15.069208544,2024-01-02 05:49:56.069208544
264.0,241,0.0,23.0,333,A333,1464,A330,A330-300E,,PH,137738,2024-01-01,1229544765,OZ701,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8286,290,2024-01-02T07:37:00,2024-01-02T08:00:00,ICN,ICN,24,1,2.0,2024-01-02T07:35:00,2024-01-02 05:33:18.311815536,2024-01-02 05:33:18.069208544,2024-01-02 05:34:19.069208544,61,checkin_B,2024-01-02 05:34:19.069208544,2024-01-02 05:43:29.069208544,69,departure_gate_DG1,2024-01-02 05:43:29.069208544,2024-01-02 05:44:38.069208544,69,security_SC2,2024-01-02 05:44:38.069208544,2024-01-02 05:47:43.069208544,63,passport_PC1,2024-01-02 05:33:18.069208544,2024-01-02 05:42:20.069208544,2024-01-02 05:43:29.069208544,2024-01-02 05:46:40.069208544
,77,11.0,,73H,B738,41804,737 NG,737-800,,JP,136628,2024-01-01,1229556786,TW281,International,False,False,TW,TWB,T'way Air,Asia,HL8030,189,,2024-01-02T08:24:00,ICN,ICN,119,1,,2024-01-02T07:55:00,2024-01-02 05:33:19.688521932,2024-01-02 05:33:20.069208544,2024-01-02 05:34:37.069208544,76,checkin_C,2024-01-02 05:34:37.069208544,2024-01-02 05:43:35.069208544,60,departure_gate_DG1,2024-01-02 05:43:35.069208544,2024-01-02 05:49:24.069208544,59,security_SC1,2024-01-02 05:49:24.069208544,2024-01-02 05:52:31.069208544,57,passport_PC1,2024-01-02 05:33:21.069208544,2024-01-02 05:42:35.069208544,2024-01-02 05:48:25.069208544,2024-01-02 05:51:34.069208544
264.0,241,0.0,23.0,333,A333,1464,A330,A330-300E,,PH,137738,2024-01-01,1229544765,OZ701,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8286,290,2024-01-02T07:37:00,2024-01-02T08:00:00,ICN,ICN,24,1,2.0,2024-01-02T07:35:00,2024-01-02 05:33:20.021113698,2024-01-02 05:33:20.069208544,2024-01-02 05:34:31.069208544,67,checkin_B,2024-01-02 05:34:31.069208544,2024-01-02 05:43:28.069208544,55,departure_gate_DG1,2024-01-02 05:43:28.069208544,2024-01-02 05:49:06.069208544,51,security_SC1,2024-01-02 05:49:06.069208544,2024-01-02 05:49:56.069208544,50,passport_PC2,2024-01-02 05:33:24.069208544,2024-01-02 05:42:33.069208544,2024-01-02 05:48:15.069208544,2024-01-02 05:49:06.069208544
,77,11.0,,73H,B738,41804,737 NG,737-800,,JP,136628,2024-01-01,1229556786,TW281,International,False,False,TW,TWB,T'way Air,Asia,HL8030,189,,2024-01-02T08:24:00,ICN,ICN,119,1,,2024-01-02T07:55:00,2024-01-02 05:33:22.109297916,2024-01-02 05:33:22.069208544,2024-01-02 05:34:38.069208544,65,checkin_C,2024-01-02 05:34:38.069208544,2024-01-02 05:36:53.069208544,59,departure_gate_DG2,2024-01-02 05:36:53.069208544,2024-01-02 05:41:43.069208544,57,security_SC1,2024-01-02 05:41:43.069208544,2024-01-02 05:44:01.069208544,57,passport_PC1,2024-01-02 05:33:33.069208544,2024-01-02 05:35:54.069208544,2024-01-02 05:40:46.069208544,2024-01-02 05:43:04.069208544
264.0,241,0.0,23.0,333,A333,1464,A330,A330-300E,,PH,137738,2024-01-01,1229544765,OZ701,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8286,290,2024-01-02T07:37:00,2024-01-02T08:00:00,ICN,ICN,24,1,2.0,2024-01-02T07:35:00,2024-01-02 05:33:23.187989538,2024-01-02 05:33:23.069208544,2024-01-02 05:35:44.069208544,63,checkin_A,2024-01-02 05:35:44.069208544,2024-01-02 05:45:48.069208544,72,departure_gate_DG1,2024-01-02 05:45:48.069208544,2024-01-02 05:46:52.069208544,64,security_SC2,2024-01-02 05:46:52.069208544,2024-01-02 05:49:42.069208544,58,passport_PC1,2024-01-02 05:34:41.069208544,2024-01-02 05:44:36.069208544,2024-01-02 05:45:48.069208544,2024-01-02 05:48:44.069208544
264.0,241,0.0,23.0,333,A333,1464,A330,A330-300E,,PH,137738,2024-01-01,1229544765,OZ701,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8286,290,2024-01-02T07:37:00,2024-01-02T08:00:00,ICN,ICN,24,1,2.0,2024-01-02T07:35:00,2024-01-02 05:33:27.695762058,2024-01-02 05:33:28.069208544,2024-01-02 05:34:18.069208544,49,checkin_B,2024-01-02 05:34:18.069208544,2024-01-02 05:42:49.069208544,44,departure_gate_DG1,2024-01-02 05:42:49.069208544,2024-01-02 05:43:51.069208544,54,security_SC2,2024-01-02 05:43:51.069208544,2024-01-02 05:46:47.069208544,73,passport_PC1,2024-01-02 05:33:29.069208544,2024-01-02 05:42:05.069208544,2024-01-02 05:42:57.069208544,2024-01-02 05:45:34.069208544
264.0,241,0.0,23.0,333,A333,1464,A330,A330-300E,,PH,137738,2024-01-01,1229544765,OZ701,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8286,290,2024-01-02T07:37:00,2024-01-02T08:00:00,ICN,ICN,24,1,2.0,2024-01-02T07:35:00,2024-01-02 05:33:30.739784574,2024-01-02 05:33:31.069208544,2024-01-02 05:35:06.069208544,67,checkin_B,2024-01-02 05:35:06.069208544,2024-01-02 05:44:36.069208544,67,departure_gate_DG1,2024-01-02 05:44:36.069208544,2024-01-02 05:50:13.069208544,56,security_SC1,2024-01-02 05:50:13.069208544,2024-01-02 05:53:18.069208544,49,passport_PC1,2024-01-02 05:33:59.069208544,2024-01-02 05:43:29.069208544,2024-01-02 05:49:17.069208544,2024-01-02 05:52:29.069208544
264.0,241,0.0,23.0,333,A333,1464,A330,A330-300E,,PH,137738,2024-01-01,1229544765,OZ701,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8286,290,2024-01-02T07:37:00,2024-01-02T08:00:00,ICN,ICN,24,1,2.0,2024-01-02T07:35:00,2024-01-02 05:33:35.258096430,2024-01-02 05:33:35.069208544,2024-01-02 05:35:38.069208544,57,checkin_A,2024-01-02 05:35:38.069208544,2024-01-02 05:37:54.069208544,61,departure_gate_DG2,2024-01-02 05:37:54.069208544,2024-01-02 05:43:12.069208544,66,security_SC1,2024-01-02 05:43:12.069208544,2024-01-02 05:44:21.069208544,69,passport_PC2,2024-01-02 05:34:41.069208544,2024-01-02 05:36:53.069208544,2024-01-02 05:42:06.069208544,2024-01-02 05:43:12.069208544
,77,11.0,,73H,B738,41804,737 NG,737-800,,JP,136628,2024-01-01,1229556786,TW281,International,False,False,TW,TWB,T'way Air,Asia,HL8030,189,,2024-01-02T08:24:00,ICN,ICN,119,1,,2024-01-02T07:55:00,2024-01-02 05:33:35.629552812,2024-01-02 05:33:36.069208544,2024-01-02 05:34:32.069208544,56,checkin_C,2024-01-02 05:34:32.069208544,2024-01-02 05:36:28.069208544,42,departure_gate_DG2,2024-01-02 05:36:28.069208544,2024-01-02 05:41:05.069208544,68,security_SC1,2024-01-02 05:41:05.069208544,2024-01-02 05:43:31.069208544,67,passport_PC1,2024-01-02 05:33:36.069208544,2024-01-02 05:35:46.069208544,2024-01-02 05:39:57.069208544,2024-01-02 05:42:24.069208544
264.0,241,0.0,23.0,333,A333,1464,A330,A330-300E,,PH,137738,2024-01-01,1229544765,OZ701,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8286,290,2024-01-02T07:37:00,2024-01-02T08:00:00,ICN,ICN,24,1,2.0,2024-01-02T07:35:00,2024-01-02 05:33:36.889823178,2024-01-02 05:33:37.069208544,2024-01-02 05:35:54.069208544,64,checkin_A,2024-01-02 05:35:54.069208544,2024-01-02 05:37:58.069208544,43,departure_gate_DG2,2024-01-02 05:37:58.069208544,2024-01-02 05:43:14.069208544,60,security_SC1,2024-01-02 05:43:14.069208544,2024-01-02 05:44:19.069208544,65,passport_PC2,2024-01-02 05:34:50.069208544,2024-01-02 05:37:15.069208544,2024-01-02 05:42:14.069208544,2024-01-02 05:43:14.069208544
264.0,241,0.0,23.0,333,A333,1464,A330,A330-300E,,PH,137738,2024-01-01,1229544765,OZ701,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8286,290,2024-01-02T07:37:00,2024-01-02T08:00:00,ICN,ICN,24,1,2.0,2024-01-02T07:35:00,2024-01-02 05:33:41.578395690,2024-01-02 05:33:42.069208544,2024-01-02 05:36:15.069208544,64,checkin_A,2024-01-02 05:36:15.069208544,2024-01-02 05:46:52.069208544,64,departure_gate_DG1,2024-01-02 05:46:52.069208544,2024-01-02 05:47:53.069208544,61,security_SC2,2024-01-02 05:47:53.069208544,2024-01-02 05:50:47.069208544,64,passport_PC1,2024-01-02 05:35:11.069208544,2024-01-02 05:45:48.069208544,2024-01-02 05:46:52.069208544,2024-01-02 05:49:43.069208544
264.0,241,0.0,23.0,333,A333,1464,A330,A330-300E,,PH,137738,2024-01-01,1229544765,OZ701,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8286,290,2024-01-02T07:37:00,2024-01-02T08:00:00,ICN,ICN,24,1,2.0,2024-01-02T07:35:00,2024-01-02 05:33:43.284153517,2024-01-02 05:33:43.069208544,2024-01-02 05:36:09.069208544,55,checkin_A,2024-01-02 05:36:09.069208544,2024-01-02 05:46:45.069208544,71,departure_gate_DG1,2024-01-02 05:46:45.069208544,2024-01-02 05:51:51.069208544,62,security_SC1,2024-01-02 05:51:51.069208544,2024-01-02 05:55:17.069208544,57,passport_PC1,2024-01-02 05:35:14.069208544,2024-01-02 05:45:34.069208544,2024-01-02 05:50:49.069208544,2024-01-02 05:54:20.069208544
264.0,241,0.0,23.0,333,A333,1464,A330,A330-300E,,PH,137738,2024-01-01,1229544765,OZ701,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8286,290,2024-01-02T07:37:00,2024-01-02T08:00:00,ICN,ICN,24,1,2.0,2024-01-02T07:35:00,2024-01-02 05:33:45.396214452,2024-01-02 05:33:45.069208544,2024-01-02 05:36:38.069208544,65,checkin_A,2024-01-02 05:36:38.069208544,2024-01-02 05:39:00.069208544,57,departure_gate_DG2,2024-01-02 05:39:00.069208544,2024-01-02 05:43:56.069208544,54,security_SC1,2024-01-02 05:43:56.069208544,2024-01-02 05:44:51.069208544,49,passport_PC2,2024-01-02 05:35:33.069208544,2024-01-02 05:38:03.069208544,2024-01-02 05:43:02.069208544,2024-01-02 05:44:02.069208544
264.0,241,0.0,23.0,333,A333,1464,A330,A330-300E,,PH,137738,2024-01-01,1229544765,OZ701,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8286,290,2024-01-02T07:37:00,2024-01-02T08:00:00,ICN,ICN,24,1,2.0,2024-01-02T07:35:00,2024-01-02 05:33:45.470626614,2024-01-02 05:33:45.069208544,2024-01-02 05:36:42.069208544,64,checkin_A,2024-01-02 05:36:42.069208544,2024-01-02 05:47:46.069208544,54,departure_gate_DG1,2024-01-02 05:47:46.069208544,2024-01-02 05:48:51.069208544,65,security_SC2,2024-01-02 05:48:51.069208544,2024-01-02 05:51:44.069208544,56,passport_PC1,2024-01-02 05:35:38.069208544,2024-01-02 05:46:52.069208544,2024-01-02 05:47:46.069208544,2024-01-02 05:50:48.069208544
264.0,241,0.0,23.0,333,A333,1464,A330,A330-300E,,PH,137738,2024-01-01,1229544765,OZ701,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8286,290,2024-01-02T07:37:00,2024-01-02T08:00:00,ICN,ICN,24,1,2.0,2024-01-02T07:35:00,2024-01-02 05:33:46.123890294,2024-01-02 05:33:46.069208544,2024-01-02 05:36:42.069208544,58,checkin_A,2024-01-02 05:36:42.069208544,2024-01-02 05:39:26.069208544,68,departure_gate_DG2,2024-01-02 05:39:26.069208544,2024-01-02 05:44:06.069208544,52,security_SC1,2024-01-02 05:44:06.069208544,2024-01-02 05:46:49.069208544,70,passport_PC1,2024-01-02 05:35:44.069208544,2024-01-02 05:38:18.069208544,2024-01-02 05:43:14.069208544,2024-01-02 05:45:39.069208544
,77,11.0,,73H,B738,41804,737 NG,737-800,,JP,136628,2024-01-01,1229556786,TW281,International,False,False,TW,TWB,T'way Air,Asia,HL8030,189,,2024-01-02T08:24:00,ICN,ICN,119,1,,2024-01-02T07:55:00,2024-01-02 05:33:52.907412210,2024-01-02 05:33:53.069208544,2024-01-02 05:34:56.069208544,63,checkin_C,2024-01-02 05:34:56.069208544,2024-01-02 05:44:13.069208544,50,departure_gate_DG1,2024-01-02 05:44:13.069208544,2024-01-02 05:45:30.069208544,77,security_SC2,2024-01-02 05:45:30.069208544,2024-01-02 05:46:36.069208544,66,passport_PC2,2024-01-02 05:33:53.069208544,2024-01-02 05:43:23.069208544,2024-01-02 05:44:13.069208544,2024-01-02 05:45:30.069208544
264.0,241,0.0,23.0,333,A333,1464,A330,A330-300E,,PH,137738,2024-01-01,1229544765,OZ701,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8286,290,2024-01-02T07:37:00,2024-01-02T08:00:00,ICN,ICN,24,1,2.0,2024-01-02T07:35:00,2024-01-02 05:33:56.616619134,2024-01-02 05:33:57.069208544,2024-01-02 05:36:57.069208544,63,checkin_A,2024-01-02 05:36:57.069208544,2024-01-02 05:40:03.069208544,65,departure_gate_DG2,2024-01-02 05:40:03.069208544,2024-01-02 05:44:38.069208544,58,security_SC1,2024-01-02 05:44:38.069208544,2024-01-02 05:46:57.069208544,65,passport_PC1,2024-01-02 05:35:54.069208544,2024-01-02 05:38:58.069208544,2024-01-02 05:43:40.069208544,2024-01-02 05:45:52.069208544
,77,11.0,,73H,B738,41804,737 NG,737-800,,JP,136628,2024-01-01,1229556786,TW281,International,False,False,TW,TWB,T'way Air,Asia,HL8030,189,,2024-01-02T08:24:00,ICN,ICN,119,1,,2024-01-02T07:55:00,2024-01-02 05:33:58.986859326,2024-01-02 05:33:59.069208544,2024-01-02 05:34:55.069208544,56,checkin_C,2024-01-02 05:34:55.069208544,2024-01-02 05:37:10.069208544,46,departure_gate_DG2,2024-01-02 05:37:10.069208544,2024-01-02 05:41:56.069208544,55,security_SC1,2024-01-02 05:41:56.069208544,2024-01-02 05:44:34.069208544,63,passport_PC1,2024-01-02 05:33:59.069208544,2024-01-02 05:36:24.069208544,2024-01-02 05:41:01.069208544,2024-01-02 05:43:31.069208544
264.0,241,0.0,23.0,333,A333,1464,A330,A330-300E,,PH,137738,2024-01-01,1229544765,OZ701,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8286,290,2024-01-02T07:37:00,2024-01-02T08:00:00,ICN,ICN,24,1,2.0,2024-01-02T07:35:00,2024-01-02 05:34:00.000141396,2024-01-02 05:34:00.069208544,2024-01-02 05:35:03.069208544,51,checkin_B,2024-01-02 05:35:03.069208544,2024-01-02 05:44:24.069208544,56,departure_gate_DG1,2024-01-02 05:44:24.069208544,2024-01-02 05:50:05.069208544,59,security_SC1,2024-01-02 05:50:05.069208544,2024-01-02 05:53:01.069208544,58,passport_PC1,2024-01-02 05:34:12.069208544,2024-01-02 05:43:28.069208544,2024-01-02 05:49:06.069208544,2024-01-02 05:52:03.069208544
264.0,241,0.0,23.0,333,A333,1464,A330,A330-300E,,PH,137738,2024-01-01,1229544765,OZ701,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8286,290,2024-01-02T07:37:00,2024-01-02T08:00:00,ICN,ICN,24,1,2.0,2024-01-02T07:35:00,2024-01-02 05:34:00.795048594,2024-01-02 05:34:01.069208544,2024-01-02 05:37:03.069208544,54,checkin_A,2024-01-02 05:37:03.069208544,2024-01-02 05:48:27.069208544,56,departure_gate_DG1,2024-01-02 05:48:27.069208544,2024-01-02 05:53:05.069208544,52,security_SC1,2024-01-02 05:53:05.069208544,2024-01-02 05:56:30.069208544,64,passport_PC1,2024-01-02 05:36:09.069208544,2024-01-02 05:47:31.069208544,2024-01-02 05:52:13.069208544,2024-01-02 05:55:26.069208544
264.0,241,0.0,23.0,333,A333,1464,A330,A330-300E,,PH,137738,2024-01-01,1229544765,OZ701,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8286,290,2024-01-02T07:37:00,2024-01-02T08:00:00,ICN,ICN,24,1,2.0,2024-01-02T07:35:00,2024-01-02 05:34:00.934296906,2024-01-02 05:34:01.069208544,2024-01-02 05:37:04.069208544,49,checkin_A,2024-01-02 05:37:04.069208544,2024-01-02 05:40:08.069208544,68,departure_gate_DG2,2024-01-02 05:40:08.069208544,2024-01-02 05:44:28.069208544,47,security_SC1,2024-01-02 05:44:28.069208544,2024-01-02 05:46:46.069208544,65,passport_PC1,2024-01-02 05:36:15.069208544,2024-01-02 05:39:00.069208544,2024-01-02 05:43:41.069208544,2024-01-02 05:45:41.069208544
264.0,241,0.0,23.0,333,A333,1464,A330,A330-300E,,PH,137738,2024-01-01,1229544765,OZ701,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8286,290,2024-01-02T07:37:00,2024-01-02T08:00:00,ICN,ICN,24,1,2.0,2024-01-02T07:35:00,2024-01-02 05:34:01.194693018,2024-01-02 05:34:01.069208544,2024-01-02 05:37:42.069208544,64,checkin_A,2024-01-02 05:37:42.069208544,2024-01-02 05:49:31.069208544,64,departure_gate_DG1,2024-01-02 05:49:31.069208544,2024-01-02 05:54:48.069208544,46,security_SC1,2024-01-02 05:54:48.069208544,2024-01-02 05:55:52.069208544,64,passport_PC2,2024-01-02 05:36:38.069208544,2024-01-02 05:48:27.069208544,2024-01-02 05:54:02.069208544,2024-01-02 05:54:48.069208544
264.0,241,0.0,23.0,333,A333,1464,A330,A330-300E,,PH,137738,2024-01-01,1229544765,OZ701,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8286,290,2024-01-02T07:37:00,2024-01-02T08:00:00,ICN,ICN,24,1,2.0,2024-01-02T07:35:00,2024-01-02 05:34:05.055313092,2024-01-02 05:34:05.069208544,2024-01-02 05:37:35.069208544,53,checkin_A,2024-01-02 05:37:35.069208544,2024-01-02 05:49:06.069208544,70,departure_gate_DG1,2024-01-02 05:49:06.069208544,2024-01-02 05:49:54.069208544,48,security_SC2,2024-01-02 05:49:54.069208544,2024-01-02 05:52:39.069208544,55,passport_PC1,2024-01-02 05:36:42.069208544,2024-01-02 05:47:56.069208544,2024-01-02 05:49:06.069208544,2024-01-02 05:51:44.069208544
264.0,241,0.0,23.0,333,A333,1464,A330,A330-300E,,PH,137738,2024-01-01,1229544765,OZ701,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8286,290,2024-01-02T07:37:00,2024-01-02T08:00:00,ICN,ICN,24,1,2.0,2024-01-02T07:35:00,2024-01-02 05:34:16.918813482,2024-01-02 05:34:17.069208544,2024-01-02 05:35:18.069208544,60,checkin_B,2024-01-02 05:35:18.069208544,2024-01-02 05:45:18.069208544,68,departure_gate_DG1,2024-01-02 05:45:18.069208544,2024-01-02 05:50:52.069208544,54,security_SC1,2024-01-02 05:50:52.069208544,2024-01-02 05:51:53.069208544,61,passport_PC2,2024-01-02 05:34:18.069208544,2024-01-02 05:44:10.069208544,2024-01-02 05:49:58.069208544,2024-01-02 05:50:52.069208544
264.0,241,0.0,23.0,333,A333,1464,A330,A330-300E,,PH,137738,2024-01-01,1229544765,OZ701,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8286,290,2024-01-02T07:37:00,2024-01-02T08:00:00,ICN,ICN,24,1,2.0,2024-01-02T07:35:00,2024-01-02 05:34:17.601969120,2024-01-02 05:34:18.069208544,2024-01-02 05:37:43.069208544,61,checkin_A,2024-01-02 05:37:43.069208544,2024-01-02 05:49:21.069208544,50,departure_gate_DG1,2024-01-02 05:49:21.069208544,2024-01-02 05:54:55.069208544,55,security_SC1,2024-01-02 05:54:55.069208544,2024-01-02 05:56:06.069208544,71,passport_PC2,2024-01-02 05:36:42.069208544,2024-01-02 05:48:31.069208544,2024-01-02 05:54:00.069208544,2024-01-02 05:54:55.069208544
264.0,241,0.0,23.0,333,A333,1464,A330,A330-300E,,PH,137738,2024-01-01,1229544765,OZ701,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8286,290,2024-01-02T07:37:00,2024-01-02T08:00:00,ICN,ICN,24,1,2.0,2024-01-02T07:35:00,2024-01-02 05:34:19.188950910,2024-01-02 05:34:19.069208544,2024-01-02 05:35:16.069208544,57,checkin_B,2024-01-02 05:35:16.069208544,2024-01-02 05:45:07.069208544,58,departure_gate_DG1,2024-01-02 05:45:07.069208544,2024-01-02 05:46:06.069208544,59,security_SC2,2024-01-02 05:46:06.069208544,2024-01-02 05:48:44.069208544,61,passport_PC1,2024-01-02 05:34:19.069208544,2024-01-02 05:44:09.069208544,2024-01-02 05:45:07.069208544,2024-01-02 05:47:43.069208544
264.0,241,0.0,23.0,333,A333,1464,A330,A330-300E,,PH,137738,2024-01-01,1229544765,OZ701,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8286,290,2024-01-02T07:37:00,2024-01-02T08:00:00,ICN,ICN,24,1,2.0,2024-01-02T07:35:00,2024-01-02 05:34:21.409751844,2024-01-02 05:34:21.069208544,2024-01-02 05:35:32.069208544,71,checkin_B,2024-01-02 05:35:32.069208544,2024-01-02 05:45:34.069208544,70,departure_gate_DG1,2024-01-02 05:45:34.069208544,2024-01-02 05:46:42.069208544,68,security_SC2,2024-01-02 05:46:42.069208544,2024-01-02 05:48:58.069208544,61,passport_PC1,2024-01-02 05:34:21.069208544,2024-01-02 05:44:24.069208544,2024-01-02 05:45:34.069208544,2024-01-02 05:47:57.069208544
264.0,241,0.0,23.0,333,A333,1464,A330,A330-300E,,PH,137738,2024-01-01,1229544765,OZ701,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8286,290,2024-01-02T07:37:00,2024-01-02T08:00:00,ICN,ICN,24,1,2.0,2024-01-02T07:35:00,2024-01-02 05:34:21.410624058,2024-01-02 05:34:21.069208544,2024-01-02 05:38:10.069208544,73,checkin_A,2024-01-02 05:38:10.069208544,2024-01-02 05:50:25.069208544,64,departure_gate_DG1,2024-01-02 05:50:25.069208544,2024-01-02 05:56:04.069208544,56,security_SC1,2024-01-02 05:56:04.069208544,2024-01-02 06:00:31.069208544,58,passport_PC1,2024-01-02 05:36:57.069208544,2024-01-02 05:49:21.069208544,2024-01-02 05:55:08.069208544,2024-01-02 05:59:33.069208544
264.0,241,0.0,23.0,333,A333,1464,A330,A330-300E,,PH,137738,2024-01-01,1229544765,OZ701,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8286,290,2024-01-02T07:37:00,2024-01-02T08:00:00,ICN,ICN,24,1,2.0,2024-01-02T07:35:00,2024-01-02 05:34:25.403511132,2024-01-02 05:34:25.069208544,2024-01-02 05:35:27.069208544,56,checkin_B,2024-01-02 05:35:27.069208544,2024-01-02 05:45:11.069208544,58,departure_gate_DG1,2024-01-02 05:45:11.069208544,2024-01-02 05:45:57.069208544,46,security_SC2,2024-01-02 05:45:57.069208544,2024-01-02 05:48:54.069208544,75,passport_PC1,2024-01-02 05:34:31.069208544,2024-01-02 05:44:13.069208544,2024-01-02 05:45:11.069208544,2024-01-02 05:47:39.069208544
264.0,241,0.0,23.0,333,A333,1464,A330,A330-300E,,PH,137738,2024-01-01,1229544765,OZ701,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8286,290,2024-01-02T07:37:00,2024-01-02T08:00:00,ICN,ICN,24,1,2.0,2024-01-02T07:35:00,2024-01-02 05:34:26.556779004,2024-01-02 05:34:26.069208544,2024-01-02 05:38:16.069208544,73,checkin_A,2024-01-02 05:38:16.069208544,2024-01-02 05:40:33.069208544,59,departure_gate_DG2,2024-01-02 05:40:33.069208544,2024-01-02 05:45:21.069208544,50,security_SC1,2024-01-02 05:45:21.069208544,2024-01-02 05:47:52.069208544,55,passport_PC1,2024-01-02 05:37:03.069208544,2024-01-02 05:39:34.069208544,2024-01-02 05:44:31.069208544,2024-01-02 05:46:57.069208544
264.0,241,0.0,23.0,333,A333,1464,A330,A330-300E,,PH,137738,2024-01-01,1229544765,OZ701,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8286,290,2024-01-02T07:37:00,2024-01-02T08:00:00,ICN,ICN,24,1,2.0,2024-01-02T07:35:00,2024-01-02 05:34:26.720765095,2024-01-02 05:34:27.069208544,2024-01-02 05:37:58.069208544,54,checkin_A,2024-01-02 05:37:58.069208544,2024-01-02 05:49:41.069208544,51,departure_gate_DG1,2024-01-02 05:49:41.069208544,2024-01-02 05:55:03.069208544,53,security_SC1,2024-01-02 05:55:03.069208544,2024-01-02 05:56:15.069208544,72,passport_PC2,2024-01-02 05:37:04.069208544,2024-01-02 05:48:50.069208544,2024-01-02 05:54:10.069208544,2024-01-02 05:55:03.069208544
264.0,241,0.0,23.0,333,A333,1464,A330,A330-300E,,PH,137738,2024-01-01,1229544765,OZ701,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8286,290,2024-01-02T07:37:00,2024-01-02T08:00:00,ICN,ICN,24,1,2.0,2024-01-02T07:35:00,2024-01-02 05:34:28.128686976,2024-01-02 05:34:28.069208544,2024-01-02 05:38:16.069208544,41,checkin_A,2024-01-02 05:38:16.069208544,2024-01-02 05:41:11.069208544,68,departure_gate_DG2,2024-01-02 05:41:11.069208544,2024-01-02 05:46:19.069208544,57,security_SC1,2024-01-02 05:46:19.069208544,2024-01-02 05:48:49.069208544,57,passport_PC1,2024-01-02 05:37:35.069208544,2024-01-02 05:40:03.069208544,2024-01-02 05:45:22.069208544,2024-01-02 05:47:52.069208544
264.0,241,0.0,23.0,333,A333,1464,A330,A330-300E,,PH,137738,2024-01-01,1229544765,OZ701,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8286,290,2024-01-02T07:37:00,2024-01-02T08:00:00,ICN,ICN,24,1,2.0,2024-01-02T07:35:00,2024-01-02 05:34:28.449699523,2024-01-02 05:34:28.069208544,2024-01-02 05:38:43.069208544,61,checkin_A,2024-01-02 05:38:43.069208544,2024-01-02 05:51:17.069208544,70,departure_gate_DG1,2024-01-02 05:51:17.069208544,2024-01-02 05:52:26.069208544,69,security_SC2,2024-01-02 05:52:26.069208544,2024-01-02 05:55:56.069208544,48,passport_PC1,2024-01-02 05:37:42.069208544,2024-01-02 05:50:07.069208544,2024-01-02 05:51:17.069208544,2024-01-02 05:55:08.069208544
